ride_id,user_id,driver_id,ride_datetime,pickup_location,dropoff_location,distance_km,ride_duration_min,fare_amount,payment_method,ride_status,user_rating,driver_rating,surge_pricing,promo_code_used,vehicle_type,weather_condition,traffic_level,driver_experience_years,user_type
R007938,U9027,D592,2/1/2024 13:54,Mall,University,22.24,86.00,76.29,Credit Card,Completed,4.8,3.9,No,No,Motorcycle,Clear,Low,3,Returning
R007939,U8939,D946,5/1/2024 3:24,Financial District,Downtown,3.44,9.00,17.50,Mobile Wallet,Completed,4.3,4.6,No,Yes,Electric,Foggy,Medium,7,Returning
R007940,U4081,D169,1/1/2024 2:56,Mall,University,28.72,93.00,78.32,Mobile Wallet,Completed,4.8,3.0,No,No,Shared,Rainy,Low,6,New
R007941,U6448,D915,6/1/2024 2:45,Midtown,Midtown,32.87,73.00,107.84,Credit Card,Completed,4.8,4.6,No,No,Shared,Clear,Medium,8,New
R007942,U4258,D114,7/1/2024 8:39,Suburbs,Midtown,7.58,16.00,30.41,Cash,Completed,3.1,4.8,No,Yes,Sedan,Clear,Medium,9,Frequent
R007943,U3107,D846,6/1/2024 23:18,Airport,University,26.82,81.00,91.66,Credit Card,Completed,4.3,3.9,No,Yes,Motorcycle,Foggy,High,2,Frequent
R007944,U8928,D311,6/1/2024 15:17,Midtown,Financial District,11.66,24.00,47.69,Credit Card,Completed,3.7,4.4,No,No,Motorcycle,Clear,Low,2,New
R007945,U3933,D901,4/1/2024 19:36,Midtown,University,24.01,90.00,82.45,Credit Card,Completed,3.8,3.3,No,Yes,SUV,Clear,Low,8,Frequent
R007946,U3829,D159,4/1/2024 15:02,Financial District,Financial District,11.43,44.00,40.79,Cash,Completed,3.2,4.2,No,Yes,Electric,Clear,Low,9,New
R007947,U9633,D351,5/1/2024 11:25,Airport,University,30.32,65.00,82.13,Credit Card,No-show,1.4,1.5,No,No,Motorcycle,Clear,Medium,3,Returning
R007948,U6006,D545,1/1/2024 4:35,Financial District,Financial District,12.80,27.00,50.53,Credit Card,Completed,4.8,3.6,No,Yes,SUV,Clear,High,4,Returning
R007949,U2559,D101,1/1/2024 16:20,Suburbs,Airport,29.86,73.00,95.76,Mobile Wallet,Canceled,3.2,2.2,No,No,SUV,Rainy,Medium,1,Returning
R007950,U2741,D847,3/1/2024 14:09,Mall,Suburbs,27.05,104.00,97.88,Credit Card,Completed,4.3,4.2,No,No,Sedan,Clear,Low,8,Frequent
R007951,U6830,D435,6/1/2024 5:22,Financial District,Suburbs,7.68,27.00,30.05,Cash,Completed,4.6,3.8,Yes,Yes,SUV,Clear,Low,8,Returning
R007952,U8523,D118,2/1/2024 14:13,Downtown,Financial District,6.34,21.00,24.34,Cash,Completed,3.9,3.4,No,Yes,Motorcycle,Clear,Low,8,New
R007953,U1625,D660,3/1/2024 9:47,Financial District,Financial District,27.51,98.00,77.13,Credit Card,Completed,4.5,4.5,Yes,No,Sedan,Rainy,Medium,2,Returning
R007954,U2690,D177,4/1/2024 19:09,Mall,Mall,14.27,34.00,54.62,Mobile Wallet,Completed,3.1,4.1,No,No,Sedan,Clear,Medium,8,Frequent
R007955,U9282,D571,4/1/2024 2:22,Downtown,Mall,33.28,84.00,112.18,Credit Card,Completed,3.6,4.9,No,No,Sedan,Clear,High,9,Returning
R007956,U7310,D127,2/1/2024 14:21,Midtown,Airport,33.06,87.00,104.37,Mobile Wallet,Completed,3.5,4.4,Yes,No,Motorcycle,Thunderstorm,High,4,New
R007957,U4006,D659,4/1/2024 22:56,Suburbs,Suburbs,24.58,79.00,91.85,Cash,Completed,3.4,4.8,No,Yes,Sedan,Clear,Low,5,New
R007958,U5302,D707,2/1/2024 2:37,Mall,Airport,18.02,58.00,71.28,Credit Card,Completed,3.1,3.6,No,No,Motorcycle,Rainy,Medium,7,Returning
R007959,U2088,D264,7/1/2024 1:18,University,Mall,7.63,18.00,29.00,Cash,No-show,1.3,3.2,No,No,Sedan,Thunderstorm,Low,4,New
R007960,U7007,D557,5/1/2024 2:49,Downtown,Mall,31.00,89.00,95.84,Cash,Completed,3.5,3.0,No,Yes,SUV,Clear,Medium,8,New
R007961,U5611,D976,6/1/2024 3:15,Suburbs,Midtown,3.79,13.00,18.04,Mobile Wallet,Canceled,1.7,2.0,No,No,Sedan,Clear,Low,5,Returning
R007962,U8928,D275,1/1/2024 12:11,Financial District,University,13.59,36.00,52.31,Credit Card,Completed,4.0,3.1,No,Yes,SUV,Rainy,High,1,Frequent
R007963,U5490,D684,1/1/2024 8:37,University,Mall,11.85,25.00,41.58,Cash,Completed,4.2,3.6,No,No,Shared,Clear,Medium,9,New
R007964,U9378,D967,1/1/2024 0:50,Financial District,Suburbs,33.59,80.00,117.10,Mobile Wallet,Completed,3.1,3.1,No,No,Sedan,Clear,High,8,Returning
R007965,U2597,D128,6/1/2024 10:30,Mall,Financial District,5.02,12.00,19.21,Credit Card,Completed,4.0,4.4,No,No,SUV,Clear,Low,4,Returning
R007966,U4747,D768,5/1/2024 0:23,Midtown,Downtown,31.27,102.00,101.82,Credit Card,Completed,3.7,3.9,No,No,Electric,Rainy,Low,4,Frequent
R007967,U3670,D925,2/1/2024 2:54,Mall,Mall,16.52,35.00,52.60,Cash,Completed,4.5,3.7,No,No,SUV,Clear,High,3,Returning
R007968,U9431,D915,6/1/2024 17:37,Mall,Midtown,2.61,10.00,15.25,Mobile Wallet,Completed,4.4,4.0,No,Yes,Shared,Clear,Medium,7,Returning
R007969,U3580,D378,7/1/2024 19:59,Mall,University,25.78,56.00,98.27,Credit Card,Completed,3.6,4.3,Yes,No,Motorcycle,Clear,Medium,6,Returning
R007970,U8432,D382,7/1/2024 18:57,Financial District,Downtown,4.43,14.00,18.03,Mobile Wallet,Completed,3.4,3.4,No,No,Sedan,Foggy,Medium,2,Frequent
R007971,U9330,D578,5/1/2024 14:44,Downtown,Airport,9.06,35.00,35.98,Mobile Wallet,Canceled,3.1,3.3,No,Yes,Sedan,Clear,Low,9,New
R007972,U3506,D618,5/1/2024 15:22,Midtown,University,28.19,60.00,102.94,Cash,Completed,4.5,4.1,No,No,Sedan,Thunderstorm,Medium,10,Frequent
R007973,U5725,D404,6/1/2024 9:03,Suburbs,Airport,6.26,17.00,21.61,Credit Card,Completed,4.8,3.3,No,No,SUV,Rainy,Medium,1,New
R007974,U5300,D793,7/1/2024 1:22,Midtown,Airport,12.07,32.00,37.61,Cash,Completed,3.1,3.3,Yes,No,SUV,Snowy,Medium,5,Returning
R007975,U9759,D208,4/1/2024 21:24,Suburbs,Financial District,13.27,36.00,50.76,Credit Card,Completed,4.4,3.3,No,No,Sedan,Clear,Medium,5,Returning
R007976,U8002,D423,7/1/2024 7:09,Airport,Airport,21.02,67.00,66.93,Credit Card,Completed,4.1,4.9,No,No,SUV,Clear,Medium,3,Returning
R007977,U7131,D305,1/1/2024 2:47,Downtown,Mall,27.86,70.00,92.19,Credit Card,Completed,4.7,4.0,Yes,No,Sedan,Clear,Low,3,Returning
R007978,U9831,D333,2/1/2024 16:51,Downtown,Downtown,8.85,18.00,34.41,Credit Card,Completed,5.0,3.7,No,No,Sedan,Rainy,Low,5,New
R007979,U5537,D557,2/1/2024 17:26,Suburbs,Midtown,8.00,31.00,28.61,Cash,Completed,3.7,3.5,No,No,SUV,Clear,Low,8,Returning
R007980,U3335,D286,4/1/2024 22:43,Financial District,Mall,8.54,30.00,34.79,Credit Card,Completed,3.1,4.7,No,No,SUV,Clear,Medium,10,New
R007981,U5321,D581,7/1/2024 17:51,University,Financial District,13.97,32.00,45.82,Cash,Completed,3.4,4.5,No,No,SUV,Clear,Low,10,Frequent
R007982,U3985,D506,7/1/2024 17:50,Financial District,Midtown,19.19,56.00,76.94,Cash,Canceled,3.0,2.8,No,No,SUV,Clear,Medium,3,New
R007983,U1559,D940,3/1/2024 0:37,Airport,Airport,1.46,3.00,10.96,Cash,No-show,3.4,2.1,No,No,SUV,Clear,Low,10,Frequent
R007984,U1713,D608,3/1/2024 9:11,Suburbs,Suburbs,27.53,57.00,80.33,Cash,Canceled,1.8,2.0,No,Yes,SUV,Foggy,Low,10,Returning
R007985,U5593,D968,2/1/2024 13:49,Airport,University,32.51,68.00,118.10,Credit Card,Completed,4.5,4.9,No,No,Shared,Foggy,Medium,2,Frequent
R007986,U4988,D619,2/1/2024 14:22,Suburbs,Financial District,29.68,104.00,102.85,Cash,Completed,3.2,4.0,Yes,No,Motorcycle,Clear,Medium,6,Returning
R007987,U7203,D152,6/1/2024 21:12,Airport,Airport,2.26,7.00,13.96,Cash,Completed,4.5,3.6,No,No,Electric,Rainy,Low,9,Frequent
R007988,U1256,D497,1/1/2024 18:21,Suburbs,Financial District,18.83,69.00,50.83,Cash,Completed,4.7,3.3,No,No,SUV,Clear,Medium,6,New
R007989,U9768,D298,5/1/2024 8:21,Downtown,Suburbs,28.68,75.00,76.66,Mobile Wallet,Completed,3.3,3.3,No,No,SUV,Clear,Low,2,Returning
R007990,U1037,D490,7/1/2024 8:33,Airport,Downtown,12.70,45.00,36.79,Mobile Wallet,No-show,2.8,1.9,No,No,Sedan,Clear,Medium,2,Frequent
R007991,U9652,D748,2/1/2024 18:56,Airport,Mall,31.50,68.00,104.99,Credit Card,Canceled,2.1,2.0,No,Yes,Electric,Rainy,Medium,4,New
R007992,U2832,D870,2/1/2024 11:01,Suburbs,Downtown,31.15,102.00,103.18,Credit Card,Completed,4.0,3.7,No,No,Shared,Clear,Low,6,Returning
R007993,U8600,D945,7/1/2024 3:14,Midtown,University,5.82,16.00,27.25,Credit Card,Completed,3.4,3.4,Yes,No,Shared,Clear,High,8,New
R007994,U6167,D597,6/1/2024 3:03,Midtown,Downtown,17.78,45.00,56.13,Cash,Completed,3.4,3.1,No,No,Sedan,Clear,Low,5,Frequent
R007995,U1432,D271,2/1/2024 3:38,Downtown,Mall,1.87,7.00,14.10,Credit Card,Completed,3.6,3.2,No,Yes,Shared,Clear,Medium,2,New
R007996,U5151,D185,3/1/2024 15:23,Financial District,Mall,10.58,22.00,35.18,Credit Card,Completed,4.2,3.6,No,No,SUV,Clear,Low,7,Returning
R007997,U7411,D657,1/1/2024 7:45,Financial District,Suburbs,28.60,112.00,78.34,Credit Card,Canceled,3.3,1.0,No,No,Electric,Clear,Medium,10,Returning
R007998,U2751,D957,3/1/2024 10:22,Downtown,Midtown,34.15,122.00,124.03,Mobile Wallet,Canceled,2.1,1.3,No,Yes,Motorcycle,Foggy,Medium,8,New
R007999,U5997,D285,4/1/2024 5:04,Financial District,Suburbs,32.05,87.00,102.63,Mobile Wallet,Completed,3.6,3.6,No,No,Shared,Thunderstorm,Low,9,Returning
R008000,U6720,D255,1/1/2024 12:34,University,Suburbs,2.45,10.00,13.74,Credit Card,Completed,3.7,5.0,No,No,SUV,Rainy,Medium,8,Returning
R008001,U8616,D592,2/1/2024 14:58,University,Airport,32.51,78.00,114.06,Mobile Wallet,Completed,3.2,3.5,No,No,Sedan,Clear,Medium,5,New
R008002,U1256,D620,2/1/2024 14:23,University,Downtown,28.97,81.00,99.62,Cash,Completed,3.3,4.5,Yes,No,Motorcycle,Rainy,Low,6,Frequent
R008003,U1671,D726,3/1/2024 19:02,Mall,Financial District,30.50,115.00,85.95,Mobile Wallet,Completed,4.4,4.6,No,Yes,Sedan,Foggy,Medium,10,Returning
R008004,U1489,D765,7/1/2024 11:14,Mall,Mall,32.10,128.00,114.23,Mobile Wallet,No-show,1.7,1.7,Yes,No,Sedan,Rainy,Medium,9,Returning
R008005,U7889,D229,5/1/2024 0:59,University,University,17.60,44.00,54.29,Credit Card,Completed,4.2,4.1,No,No,Sedan,Rainy,Medium,3,Returning
R008006,U3096,D942,1/1/2024 23:45,Suburbs,Midtown,8.18,29.00,35.03,Credit Card,Completed,4.7,4.8,No,No,Sedan,Clear,Low,4,New
R008007,U2682,D180,2/1/2024 18:38,Midtown,Mall,1.71,4.00,13.13,Mobile Wallet,Completed,3.5,4.1,No,No,Electric,Rainy,Medium,10,New
R008008,U3460,D483,3/1/2024 11:09,Downtown,Financial District,1.80,6.00,9.23,Cash,Completed,4.8,4.4,Yes,No,Sedan,Clear,Medium,2,Frequent
R008009,U5529,D901,4/1/2024 18:03,Suburbs,Airport,22.85,51.00,75.75,Cash,Completed,3.1,3.5,No,Yes,Sedan,Rainy,High,1,Frequent
R008010,U6121,D758,2/1/2024 4:07,University,Airport,12.47,33.00,39.81,Credit Card,Completed,3.9,3.1,No,Yes,Motorcycle,Clear,High,7,Frequent
R008011,U2975,D394,6/1/2024 6:09,Downtown,Midtown,17.86,38.00,66.64,Cash,Completed,4.6,4.5,No,No,Sedan,Rainy,Low,6,Frequent
R008012,U4216,D368,6/1/2024 14:19,Midtown,Financial District,5.47,16.00,23.39,Credit Card,No-show,1.6,2.6,No,No,Sedan,Clear,High,5,New
R008013,U5515,D744,3/1/2024 2:47,Financial District,Midtown,34.17,116.00,106.75,Credit Card,Completed,3.9,3.3,Yes,No,Shared,Clear,Low,4,Frequent
R008014,U6692,D661,3/1/2024 17:08,Suburbs,Midtown,5.42,15.00,20.70,Cash,Completed,4.1,4.9,No,Yes,Sedan,Clear,Medium,4,New
R008015,U5939,D634,7/1/2024 9:03,Midtown,Downtown,16.12,52.00,52.45,Credit Card,Completed,3.5,4.1,No,No,Sedan,Thunderstorm,Medium,1,Returning
R008016,U6563,D477,1/1/2024 12:29,Downtown,Financial District,16.07,50.00,56.04,Credit Card,Completed,4.6,3.7,No,Yes,Shared,Snowy,Low,7,Returning
R008017,U3963,D475,4/1/2024 13:19,Airport,Downtown,1.29,3.00,9.34,Cash,Completed,4.8,4.5,No,No,SUV,Rainy,Medium,8,Returning
R008018,U5529,D187,3/1/2024 9:24,Suburbs,Mall,23.71,71.00,84.91,Credit Card,Completed,3.5,3.4,No,No,Electric,Clear,Medium,9,Frequent
R008019,U7786,D723,1/1/2024 1:14,Mall,Downtown,19.30,41.00,62.78,Credit Card,Completed,4.8,4.8,No,No,Sedan,Snowy,High,10,Returning
R008020,U7200,D210,7/1/2024 12:54,Downtown,Mall,17.91,52.00,62.30,Credit Card,Completed,4.2,4.5,Yes,No,Sedan,Rainy,High,9,Returning
R008021,U1976,D683,6/1/2024 15:38,Downtown,University,28.81,84.00,95.61,Mobile Wallet,Completed,4.8,4.7,No,No,SUV,Clear,Low,2,New
R008022,U8345,D253,3/1/2024 16:22,Mall,Downtown,9.20,19.00,39.10,Mobile Wallet,Completed,4.0,3.7,No,Yes,SUV,Clear,Medium,10,Frequent
R008023,U1045,D562,3/1/2024 2:09,Midtown,Suburbs,30.28,92.00,105.55,Credit Card,Completed,3.5,3.1,No,No,Sedan,Clear,Medium,8,Returning
R008024,U2193,D668,3/1/2024 22:12,Downtown,Airport,30.40,106.00,109.75,Credit Card,Completed,3.9,3.0,No,No,Sedan,Rainy,High,4,Returning
R008025,U5512,D868,2/1/2024 22:49,Suburbs,Airport,29.11,85.00,86.66,Mobile Wallet,Completed,4.6,4.3,No,No,Shared,Clear,Medium,6,New
R008026,U5943,D255,7/1/2024 10:16,University,Suburbs,12.61,42.00,37.45,Cash,Completed,3.1,4.8,Yes,Yes,Sedan,Rainy,Medium,10,New
R008027,U7282,D724,6/1/2024 3:32,Mall,Mall,6.53,20.00,28.07,Mobile Wallet,Completed,3.1,3.8,Yes,No,Motorcycle,Clear,Medium,7,Returning
R008028,U1246,D417,4/1/2024 19:22,Suburbs,Mall,17.16,61.00,62.61,Cash,Completed,4.2,3.6,No,Yes,SUV,Clear,Low,4,Frequent
R008029,U4219,D658,7/1/2024 15:56,Mall,Midtown,9.83,30.00,35.12,Cash,Completed,3.3,3.7,Yes,No,Sedan,Foggy,Medium,2,Returning
R008030,U9983,D337,7/1/2024 8:31,Downtown,Financial District,2.77,7.00,11.29,Credit Card,Canceled,2.2,3.0,No,No,Shared,Clear,Medium,6,Frequent
R008031,U1636,D433,1/1/2024 19:56,Midtown,Financial District,10.50,38.00,44.21,Credit Card,Completed,3.6,4.9,No,No,SUV,Clear,Low,2,New
R008032,U4775,D205,7/1/2024 15:10,Suburbs,Financial District,16.95,36.00,57.38,Mobile Wallet,Completed,4.9,3.6,No,No,Sedan,Clear,Medium,10,Frequent
R008033,U3421,D581,3/1/2024 11:28,Airport,Downtown,4.83,12.00,25.38,Credit Card,Completed,3.6,3.3,No,No,Motorcycle,Clear,High,10,Frequent
R008034,U5183,D798,2/1/2024 1:26,University,Financial District,33.11,105.00,107.46,Credit Card,Canceled,1.2,2.6,No,Yes,SUV,Clear,Medium,4,New
R008035,U1712,D770,1/1/2024 0:08,Mall,Financial District,23.31,87.00,73.35,Credit Card,No-show,3.3,2.7,No,No,Motorcycle,Clear,Medium,3,Returning
R008036,U6845,D809,5/1/2024 8:43,Financial District,Mall,5.64,12.00,20.45,Cash,Completed,4.9,4.0,No,No,Electric,Clear,Medium,6,Frequent
R008037,U6323,D481,1/1/2024 21:44,Midtown,Financial District,28.61,63.00,91.95,Mobile Wallet,Completed,3.6,4.5,No,Yes,Sedan,Rainy,Medium,7,New
R008038,U7032,D788,6/1/2024 7:22,Midtown,Airport,32.56,84.00,92.20,Credit Card,Completed,4.5,4.4,Yes,No,Sedan,Clear,Medium,10,New
R008039,U4644,D360,4/1/2024 21:50,Financial District,Suburbs,9.93,27.00,37.05,Credit Card,Canceled,2.9,3.4,No,No,SUV,Clear,Medium,7,Returning
R008040,U8773,D898,1/1/2024 16:55,Financial District,University,5.87,22.00,23.78,Credit Card,Completed,3.5,4.0,No,No,Sedan,Rainy,Low,5,Frequent
R008041,U3108,D392,4/1/2024 3:29,Suburbs,Mall,11.96,47.00,42.73,Cash,Completed,4.2,4.9,No,No,Sedan,Clear,Medium,7,New
R008042,U4614,D434,1/1/2024 22:34,Downtown,Midtown,29.30,60.00,93.00,Mobile Wallet,Completed,4.1,4.4,No,Yes,Sedan,Clear,High,3,New
R008043,U7957,D754,4/1/2024 4:15,Downtown,Suburbs,6.95,14.00,32.99,Cash,Completed,3.6,4.1,No,No,Motorcycle,Rainy,High,3,Returning
R008044,U6279,D919,7/1/2024 17:22,Airport,Financial District,27.50,103.00,95.90,Credit Card,Completed,4.9,4.0,No,No,Motorcycle,Clear,Medium,3,Returning
R008045,U5332,D808,1/1/2024 1:46,University,Midtown,25.35,58.00,92.54,Cash,Completed,4.3,3.2,No,No,Sedan,Rainy,High,3,Returning
R008046,U4900,D575,4/1/2024 10:46,Mall,Midtown,23.15,62.00,69.17,Credit Card,Completed,4.2,4.0,No,No,Sedan,Thunderstorm,Low,3,Returning
R008047,U8939,D324,5/1/2024 21:51,Downtown,Suburbs,15.73,40.00,45.15,Cash,Completed,4.1,3.9,No,No,Motorcycle,Clear,High,8,Returning
R008048,U7963,D654,1/1/2024 7:01,Airport,Suburbs,13.47,35.00,45.71,Mobile Wallet,Completed,3.4,3.2,No,No,Sedan,Rainy,Low,10,Returning
R008049,U5568,D553,7/1/2024 7:21,Airport,Suburbs,3.90,10.00,17.92,Credit Card,Completed,3.6,3.3,Yes,No,Sedan,Clear,Low,10,Returning
R008050,U8838,D762,3/1/2024 14:33,Midtown,Mall,13.15,35.00,41.59,Credit Card,Completed,3.3,4.3,Yes,No,Sedan,Clear,Low,2,Returning
R008051,U2845,D395,6/1/2024 7:39,Midtown,Mall,21.46,70.00,66.33,Credit Card,Completed,3.3,3.3,No,No,Sedan,Clear,Medium,5,New
R008052,U1382,D674,5/1/2024 3:46,University,University,31.54,103.00,108.89,Cash,Completed,3.5,4.5,No,Yes,Sedan,Foggy,Medium,8,Returning
R008053,U5112,D741,2/1/2024 8:16,Suburbs,Suburbs,29.33,89.00,92.09,Credit Card,Completed,3.4,4.0,No,No,Sedan,Snowy,Medium,3,New
R008054,U8069,D866,1/1/2024 14:16,Financial District,University,2.10,8.00,11.32,Mobile Wallet,Completed,4.1,4.5,Yes,No,Motorcycle,Foggy,High,1,Returning
R008055,U4810,D562,7/1/2024 10:17,Financial District,Downtown,5.72,21.00,26.06,Credit Card,Completed,4.7,4.1,Yes,No,Sedan,Rainy,High,7,Returning
R008056,U2509,D954,7/1/2024 2:55,University,Airport,29.85,73.00,106.92,Cash,Completed,3.2,4.7,Yes,Yes,Motorcycle,Clear,Low,1,New
R008057,U8573,D313,2/1/2024 5:53,Airport,University,32.94,102.00,96.14,Credit Card,No-show,1.9,2.0,No,No,SUV,Clear,Medium,10,Frequent
R008058,U2578,D684,1/1/2024 18:36,University,Airport,2.90,10.00,13.54,Credit Card,Completed,4.8,3.1,No,No,Sedan,Clear,High,7,Returning
R008059,U1879,D715,4/1/2024 7:10,Financial District,Financial District,24.84,93.00,76.36,Credit Card,Completed,4.9,4.6,No,No,Sedan,Clear,Medium,9,Frequent
R008060,U3162,D257,1/1/2024 20:28,Airport,Downtown,13.43,34.00,38.66,Credit Card,Canceled,2.2,2.1,No,No,Sedan,Clear,Medium,7,Returning
R008061,U8714,D371,4/1/2024 14:06,Financial District,Midtown,13.39,40.00,42.68,Cash,Completed,3.8,4.8,Yes,No,Shared,Snowy,High,9,Frequent
R008062,U2359,D926,7/1/2024 7:06,Suburbs,Suburbs,22.85,70.00,83.30,Credit Card,Completed,3.0,3.7,No,Yes,Electric,Rainy,Medium,7,Frequent
R008063,U5431,D337,7/1/2024 18:30,Midtown,Financial District,28.55,97.00,106.68,Credit Card,Completed,3.2,3.3,Yes,No,Sedan,Rainy,Low,8,New
R008064,U9148,D402,6/1/2024 8:34,Midtown,Midtown,10.34,28.00,33.49,Cash,Canceled,3.5,3.3,No,Yes,Sedan,Rainy,Medium,7,Returning
R008065,U4960,D983,7/1/2024 13:54,Airport,Mall,24.98,65.00,86.65,Mobile Wallet,Completed,3.4,3.1,No,No,Motorcycle,Clear,Medium,5,New
R008066,U4811,D769,5/1/2024 1:26,University,Airport,22.62,77.00,65.61,Credit Card,Completed,4.2,3.3,No,No,SUV,Rainy,Medium,5,Returning
R008067,U5242,D720,3/1/2024 3:36,Financial District,Midtown,18.59,52.00,59.98,Credit Card,Completed,4.7,3.6,No,No,SUV,Snowy,Low,9,New
R008068,U5217,D620,2/1/2024 14:10,Downtown,Suburbs,21.48,43.00,72.47,Mobile Wallet,Completed,3.2,4.5,No,No,Sedan,Clear,Medium,8,New
R008069,U1080,D420,3/1/2024 13:24,Suburbs,Suburbs,1.61,6.00,7.76,Credit Card,Completed,4.2,4.1,Yes,No,Shared,Snowy,Medium,7,Returning
R008070,U3732,D158,3/1/2024 15:49,Financial District,University,1.14,3.00,11.84,Credit Card,Completed,4.6,4.4,No,Yes,Sedan,Clear,Medium,2,Frequent
R008071,U8833,D457,3/1/2024 23:33,Mall,University,19.71,45.00,70.78,Cash,Completed,4.7,4.3,No,Yes,SUV,Rainy,Low,6,Frequent
R008072,U3709,D803,1/1/2024 0:48,Downtown,Mall,18.82,68.00,52.30,Credit Card,Completed,4.1,3.6,No,No,Shared,Rainy,High,6,Returning
R008073,U3422,D747,5/1/2024 0:54,Suburbs,Airport,3.43,9.00,16.91,Credit Card,Completed,4.8,3.1,No,No,SUV,Foggy,Low,8,New
R008074,U4641,D350,2/1/2024 0:22,Suburbs,Suburbs,17.73,47.00,60.80,Cash,Completed,4.6,3.5,No,Yes,Motorcycle,Clear,High,3,Returning
R008075,U1667,D990,5/1/2024 11:55,Midtown,Downtown,26.76,87.00,86.01,Cash,Completed,3.1,3.9,No,No,Shared,Clear,Medium,9,Frequent
R008076,U3496,D535,2/1/2024 11:10,Airport,Financial District,19.40,41.00,54.60,Cash,Completed,3.8,3.9,No,No,SUV,Clear,High,2,Returning
R008077,U4499,D245,5/1/2024 23:37,Financial District,Airport,18.60,46.00,67.86,Credit Card,Completed,4.0,3.4,No,No,SUV,Clear,Low,6,New
R008078,U9080,D958,3/1/2024 14:54,Suburbs,Airport,25.41,54.00,89.34,Mobile Wallet,Completed,3.2,3.9,No,Yes,SUV,Clear,High,5,Frequent
R008079,U7823,D451,5/1/2024 22:30,Financial District,Midtown,6.84,18.00,28.08,Cash,Completed,4.1,3.2,No,Yes,Sedan,Rainy,Low,6,Frequent
R008080,U2189,D669,6/1/2024 16:39,Suburbs,Airport,16.55,62.00,51.75,Credit Card,Completed,4.0,3.9,No,Yes,Sedan,Clear,Medium,1,Frequent
R008081,U7604,D788,7/1/2024 6:18,University,Mall,6.03,23.00,23.86,Credit Card,Completed,4.4,3.6,Yes,No,SUV,Clear,High,7,Returning
R008082,U9650,D899,7/1/2024 19:40,Midtown,Financial District,18.81,49.00,59.33,Credit Card,Completed,4.6,3.5,No,No,SUV,Clear,High,7,Returning
R008083,U2025,D344,7/1/2024 22:02,Airport,Downtown,21.13,50.00,66.49,Credit Card,Completed,4.2,3.4,No,Yes,SUV,Rainy,Medium,2,Returning
R008084,U8785,D659,6/1/2024 18:18,Downtown,Midtown,5.14,12.00,17.64,Mobile Wallet,Completed,3.8,3.1,No,Yes,Sedan,Rainy,Medium,9,Frequent
R008085,U1071,D400,1/1/2024 4:10,Downtown,Financial District,3.57,10.00,12.31,Credit Card,Completed,3.5,4.5,No,No,Shared,Rainy,Medium,6,New
R008086,U6546,D537,2/1/2024 7:43,University,University,6.67,24.00,25.64,Credit Card,Completed,3.9,4.5,Yes,No,Shared,Rainy,Medium,1,Returning
R008087,U3685,D967,3/1/2024 9:36,Mall,Airport,20.94,78.00,61.50,Cash,Completed,5.0,3.4,No,No,Sedan,Foggy,Medium,5,Returning
R008088,U8372,D199,5/1/2024 11:37,Midtown,Mall,7.45,16.00,31.79,Cash,Completed,4.8,4.6,No,Yes,SUV,Clear,Low,10,New
R008089,U2848,D824,3/1/2024 20:51,Suburbs,Suburbs,10.36,25.00,40.14,Credit Card,Completed,4.5,4.4,No,No,Sedan,Clear,Medium,7,Frequent
R008090,U3022,D913,3/1/2024 18:44,Midtown,University,24.89,60.00,90.15,Credit Card,Completed,4.6,4.4,No,No,Sedan,Clear,Medium,10,Frequent
R008091,U7338,D579,6/1/2024 3:46,Airport,Suburbs,9.44,35.00,36.92,Cash,Completed,3.6,4.6,No,Yes,Sedan,Clear,Low,8,New
R008092,U4741,D514,5/1/2024 0:44,Downtown,Financial District,14.52,42.00,51.00,Credit Card,Completed,3.4,3.0,No,No,Shared,Clear,Low,4,Frequent
R008093,U2298,D264,5/1/2024 20:13,Financial District,Downtown,32.58,89.00,112.14,Mobile Wallet,Completed,4.6,3.4,No,No,SUV,Thunderstorm,Medium,9,New
R008094,U5102,D737,2/1/2024 21:21,Downtown,Suburbs,29.05,114.00,79.65,Credit Card,Completed,3.6,4.9,Yes,Yes,Electric,Clear,Medium,5,New
R008095,U1904,D401,5/1/2024 6:37,Mall,Mall,9.69,37.00,38.58,Credit Card,Completed,4.4,4.4,No,No,Motorcycle,Clear,Medium,3,Frequent
R008096,U4026,D220,6/1/2024 22:34,Mall,Financial District,21.32,61.00,65.65,Credit Card,Completed,4.5,4.4,No,No,Electric,Foggy,Low,1,Frequent
R008097,U7709,D187,3/1/2024 18:07,Mall,Midtown,23.64,53.00,67.15,Credit Card,Completed,4.9,3.1,No,Yes,Sedan,Clear,Medium,9,Frequent
R008098,U5711,D316,7/1/2024 18:54,Mall,Airport,31.61,74.00,103.91,Credit Card,Completed,4.7,3.6,No,Yes,SUV,Clear,Low,3,Frequent
R008099,U9021,D672,6/1/2024 15:28,Airport,Downtown,19.61,44.00,71.00,Credit Card,Completed,3.6,4.2,No,No,Sedan,Clear,High,10,New
R008100,U6969,D913,7/1/2024 19:56,Suburbs,Mall,20.08,67.00,58.05,Cash,No-show,3.0,3.2,No,Yes,Electric,Rainy,Medium,3,Returning
R008101,U3620,D278,6/1/2024 11:09,Midtown,Mall,31.21,97.00,87.14,Mobile Wallet,Completed,3.6,4.0,No,No,Motorcycle,Rainy,Low,7,Returning
